PARTIDO_CI,ID_ENTIDAD,ID_DISTRITO_FEDERAL,CANDIDATURA_PROPIETARIA,CANDIDATURA_SUPLENTE
PAN-PRD,13,001,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRI-PRD,13,001,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN,13,002,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRI,13,002,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRD,13,002,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PVEM,13,002,Yarely Melo Rodríguez,Maritza Dávalos López
PT,13,002,Óscar Damián Sosa Castelán,Martha Briones Rangel
MC,13,002,Elizabeth Adriana Flores Torres,María Esther Salas Pérez
MORENA,13,002,Candidato por definir,Candidato por definir
PAN-PRI-PRD,13,002,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN-PRI,13,002,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN-PRD,13,002,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRI-PRD,13,002,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN,13,003,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRI,13,003,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRD,13,003,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PVEM,13,003,Yarely Melo Rodríguez,Maritza Dávalos López
PT,13,003,Óscar Damián Sosa Castelán,Martha Briones Rangel
MC,13,003,Elizabeth Adriana Flores Torres,María Esther Salas Pérez
MORENA,13,003,Candidato por definir,Candidato por definir
PAN-PRI-PRD,13,003,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN-PRI,13,003,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN-PRD,13,003,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRI-PRD,13,003,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN,13,004,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRI,13,004,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRD,13,004,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PVEM,13,004,Yarely Melo Rodríguez,Maritza Dávalos López
PT,13,004,Óscar Damián Sosa Castelán,Martha Briones Rangel
MC,13,004,Elizabeth Adriana Flores Torres,María Esther Salas Pérez
MORENA,13,004,Candidato por definir,Candidato por definir
PAN-PRI-PRD,13,004,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN-PRI,13,004,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN-PRD,13,004,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRI-PRD,13,004,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN,13,005,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRI,13,005,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRD,13,005,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PVEM,13,005,Yarely Melo Rodríguez,Maritza Dávalos López
PT,13,005,Óscar Damián Sosa Castelán,Martha Briones Rangel
MC,13,005,Elizabeth Adriana Flores Torres,María Esther Salas Pérez
MORENA,13,005,Candidato por definir,Candidato por definir
PAN-PRI-PRD,13,005,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN-PRI,13,005,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN-PRD,13,005,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRI-PRD,13,005,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN,13,006,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRI,13,006,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRD,13,006,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PVEM,13,006,Yarely Melo Rodríguez,Maritza Dávalos López
PT,13,006,Óscar Damián Sosa Castelán,Martha Briones Rangel
MC,13,006,Elizabeth Adriana Flores Torres,María Esther Salas Pérez
MORENA,13,006,Candidato por definir,Candidato por definir
PAN-PRI-PRD,13,006,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN-PRI,13,006,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN-PRD,13,006,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRI-PRD,13,006,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN,13,007,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRI,13,007,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRD,13,007,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PVEM,13,007,Yarely Melo Rodríguez,Maritza Dávalos López
PT,13,007,Óscar Damián Sosa Castelán,Martha Briones Rangel
MC,13,007,Elizabeth Adriana Flores Torres,María Esther Salas Pérez
MORENA,13,007,Candidato por definir,Candidato por definir
PAN-PRI-PRD,13,007,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN-PRI,13,007,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN-PRD,13,007,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRI-PRD,13,007,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN,14,001,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI,14,001,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRD,14,001,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM,14,001,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT,14,001,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
MC,14,001,Candidato por definir,Candidato por definir
MORENA,14,001,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN-PRI-PRD,14,001,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRI,14,001,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRD,14,001,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI-PRD,14,001,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM_PT_MORENA,14,001,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_PT,14,001,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_MORENA,14,001,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT_MORENA,14,001,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN,14,002,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI,14,002,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRD,14,002,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM,14,002,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT,14,002,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
MC,14,002,Candidato por definir,Candidato por definir
MORENA,14,002,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN-PRI-PRD,14,002,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRI,14,002,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRD,14,002,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI-PRD,14,002,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM_PT_MORENA,14,002,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_PT,14,002,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_MORENA,14,002,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT_MORENA,14,002,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN,14,003,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI,14,003,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRD,14,003,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM,14,003,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT,14,003,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
MC,14,003,Candidato por definir,Candidato por definir
MORENA,14,003,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN-PRI-PRD,14,003,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRI,14,003,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRD,14,003,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI-PRD,14,003,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM_PT_MORENA,14,003,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_PT,14,003,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_MORENA,14,003,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT_MORENA,14,003,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN,14,004,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI,14,004,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRD,14,004,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM,14,004,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT,14,004,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
MC,14,004,Candidato por definir,Candidato por definir
MORENA,14,004,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN-PRI-PRD,14,004,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRI,14,004,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRD,14,004,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI-PRD,14,004,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM_PT_MORENA,14,004,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_PT,14,004,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_MORENA,14,004,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT_MORENA,14,004,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN,14,005,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI,14,005,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRD,14,005,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM,14,005,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT,14,005,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
MC,14,005,Candidato por definir,Candidato por definir
MORENA,14,005,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN-PRI-PRD,14,005,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRI,14,005,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRD,14,005,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI-PRD,14,005,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM_PT_MORENA,14,005,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_PT,14,005,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_MORENA,14,005,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT_MORENA,14,005,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN,14,006,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI,14,006,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRD,14,006,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM,14,006,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT,14,006,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
MC,14,006,Candidato por definir,Candidato por definir
MORENA,14,006,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN-PRI-PRD,14,006,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRI,14,006,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRD,14,006,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI-PRD,14,006,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM_PT_MORENA,14,006,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_PT,14,006,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_MORENA,14,006,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT_MORENA,14,006,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN,14,007,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI,14,007,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRD,14,007,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM,14,007,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT,14,007,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
MC,14,007,Candidato por definir,Candidato por definir
MORENA,14,007,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN-PRI-PRD,14,007,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRI,14,007,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRD,14,007,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI-PRD,14,007,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM_PT_MORENA,14,007,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_PT,14,007,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_MORENA,14,007,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT_MORENA,14,007,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN,14,008,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI,14,008,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRD,14,008,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM,14,008,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT,14,008,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
MC,14,008,Candidato por definir,Candidato por definir
MORENA,14,008,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN-PRI-PRD,14,008,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRI,14,008,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRD,14,008,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI-PRD,14,008,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM_PT_MORENA,14,008,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_PT,14,008,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_MORENA,14,008,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT_MORENA,14,008,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN,14,009,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI,14,009,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRD,14,009,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM,14,009,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT,14,009,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
MC,14,009,Candidato por definir,Candidato por definir
MORENA,14,009,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN-PRI-PRD,14,009,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRI,14,009,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRD,14,009,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI-PRD,14,009,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM_PT_MORENA,14,009,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_PT,14,009,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_MORENA,14,009,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT_MORENA,14,009,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN,14,010,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI,14,010,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRD,14,010,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM,14,010,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT,14,010,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
MC,14,010,Candidato por definir,Candidato por definir
MORENA,14,010,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN-PRI-PRD,14,010,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRI,14,010,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRD,14,010,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI-PRD,14,010,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM_PT_MORENA,14,010,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_PT,14,010,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_MORENA,14,010,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT_MORENA,14,010,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN,14,011,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI,14,011,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRD,14,011,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM,14,011,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT,14,011,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
MC,14,011,Candidato por definir,Candidato por definir
MORENA,14,011,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN-PRI-PRD,14,011,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRI,14,011,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRD,14,011,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI-PRD,14,011,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM_PT_MORENA,14,011,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_PT,14,011,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_MORENA,14,011,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT_MORENA,14,011,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN,14,012,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI,14,012,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRD,14,012,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM,14,012,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT,14,012,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
MC,14,012,Candidato por definir,Candidato por definir
MORENA,14,012,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN-PRI-PRD,14,012,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRI,14,012,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRD,14,012,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI-PRD,14,012,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM_PT_MORENA,14,012,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_PT,14,012,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_MORENA,14,012,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT_MORENA,14,012,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN,14,013,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI,14,013,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRD,14,013,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM,14,013,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT,14,013,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
MC,14,013,Candidato por definir,Candidato por definir
MORENA,14,013,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN-PRI-PRD,14,013,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRI,14,013,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRD,14,013,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI-PRD,14,013,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM_PT_MORENA,14,013,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_PT,14,013,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_MORENA,14,013,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT_MORENA,14,013,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN,14,014,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI,14,014,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRD,14,014,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM,14,014,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT,14,014,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
MC,14,014,Candidato por definir,Candidato por definir
MORENA,14,014,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN-PRI-PRD,14,014,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRI,14,014,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PAN-PRD,14,014,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PRI-PRD,14,014,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
PVEM_PT_MORENA,14,014,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_PT,14,014,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PVEM_MORENA,14,014,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PT_MORENA,14,014,Carlos Lomelí Bolaños,José Hiram Torres Salcedo
PAN,14,015,Francisco Javier Ramírez Acuña,José Nicolás Morales Ramos
